El B-Claim
hirsutismo I-Claim
facial I-Claim
es I-Claim
uno I-Claim
de I-Claim
los I-Claim
rasgos I-Claim
característicos I-Claim
del I-Claim
síndrome I-Claim
de I-Claim
ovario I-Claim
poliquístico I-Claim
( I-Claim
SOP I-Claim
) I-Claim
, I-Claim
y I-Claim
esto I-Claim
puede I-Claim
conducir I-Claim
a I-Claim
altos I-Claim
niveles I-Claim
de I-Claim
depresión I-Claim
y I-Claim
ansiedad I-Claim
. I-Claim

Evaluar O
el O
impacto O
del O
tratamiento O
con O
láser O
en O
la O
gravedad O
del O
hirsutismo O
facial O
y O
en O
la O
morbilidad O
psicológica O
de O
las O
mujeres O
con O
SOP. O

Se O
realizó O
un O
ensayo O
controlado O
aleatorio O
de O
cinco O
tratamientos O
de O
alta O
influencia O
( O
intervención O
) O
frente O
a O
cinco O
tratamientos O
de O
baja O
influencia O
( O
control O
) O
durante O
6 O
meses O
en O
un O
hospital O
universitario O
del O
Servicio O
Nacional O
de O
Salud O
. O

Los O
sujetos O
fueron O
88 O
mujeres O
con O
hirsutismo O
facial O
debido O
al O
síndrome O
de O
ovario O
poliquístico O
reclutadas O
en O
las O
clínicas O
ambulatorias O
de O
los O
hospitales O
y O
en O
un O
grupo O
de O
apoyo O
a O
pacientes O
en O
2001-2002. O

Los O
resultados O
principales O
fueron O
la O
gravedad O
del O
vello O
facial O
autodeclarada O
(medida O
en O
una O
escala O
del O
1 O
al O
10), O
la O
depresión, O
la O
ansiedad O
(medida O
en O
la O
Escala O
de O
Ansiedad O
y O
Depresión O
Hospitalaria) O
y O
la O
calidad O
de O
vida O
(medida O
en O
el O
WHOQOL-BREF). O

La B-Premise
gravedad I-Premise
del I-Premise
vello I-Premise
facial I-Premise
autodeclarada I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
intervención I-Premise
( I-Premise
n I-Premise
= I-Premise
51 I-Premise
) I-Premise
se I-Premise
redujo I-Premise
de I-Premise
7,3 I-Premise
a I-Premise
3,6 I-Premise
durante I-Premise
el I-Premise
periodo I-Premise
de I-Premise
estudio I-Premise
de I-Premise
6 I-Premise
meses I-Premise
; I-Premise
para I-Premise
el I-Premise
grupo I-Premise
de I-Premise
control I-Premise
( I-Premise
n I-Premise
= I-Premise
37 I-Premise
) I-Premise
las I-Premise
puntuaciones I-Premise
correspondientes I-Premise
fueron I-Premise
de I-Premise
7,1 I-Premise
y I-Premise
6,1 I-Premise
. I-Premise

El B-Premise
cambio I-Premise
fue I-Premise
significativamente I-Premise
mayor I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
intervención I-Premise
[ I-Premise
ancova I-Premise
F I-Premise
( I-Premise
( I-Premise
1,83 I-Premise
) I-Premise
) I-Premise
= I-Premise
24,5 I-Premise
, I-Premise
P I-Premise
< I-Premise
0,05 I-Premise
] I-Premise
. I-Premise

El B-Premise
tiempo I-Premise
autodeclarado I-Premise
dedicado I-Premise
a I-Premise
la I-Premise
depilación I-Premise
disminuyó I-Premise
de I-Premise
112 I-Premise
a I-Premise
21 I-Premise
minutos I-Premise
por I-Premise
semana I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
intervención I-Premise
y I-Premise
de I-Premise
92 I-Premise
a I-Premise
56 I-Premise
minutos I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
control I-Premise
[ I-Premise
F I-Premise
( I-Premise
( I-Premise
1,80 I-Premise
) I-Premise
) I-Premise
= I-Premise
10,2 I-Premise
, I-Premise
P I-Premise
< I-Premise
/= I-Premise
0,05 I-Premise
] I-Premise
. I-Premise

Las B-Premise
puntuaciones I-Premise
medias I-Premise
de I-Premise
depresión I-Premise
disminuyeron I-Premise
de I-Premise
6,7 I-Premise
a I-Premise
3,6 I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
intervención, I-Premise
en I-Premise
comparación I-Premise
con I-Premise
6,1 I-Premise
a I-Premise
5,4 I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
control I-Premise
[ I-Premise
F I-Premise
( I-Premise
( I-Premise
1,83 I-Premise
) I-Premise
) I-Premise
= I-Premise
14,7 I-Premise
, I-Premise
P I-Premise
< I-Premise
0,05 I-Premise
] I-Premise
. I-Premise

Se B-Premise
observó I-Premise
un I-Premise
cambio I-Premise
similar I-Premise
en I-Premise
las I-Premise
puntuaciones I-Premise
medias I-Premise
de I-Premise
ansiedad: I-Premise
intervención I-Premise
11,1 I-Premise
a I-Premise
8,2 I-Premise
, I-Premise
control I-Premise
9,6 I-Premise
a I-Premise
9,3 I-Premise
[ I-Premise
F I-Premise
( I-Premise
( I-Premise
1,84 I-Premise
) I-Premise
) I-Premise
= I-Premise
17,8 I-Premise
, I-Premise
P I-Premise
< I-Premise
0,05 I-Premise
] I-Premise
. I-Premise

La B-Premise
calidad I-Premise
de I-Premise
vida I-Premise
psicológica I-Premise
también I-Premise
mejoró I-Premise
más I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
intervención I-Premise
, I-Premise
de I-Premise
49,6 I-Premise
a I-Premise
61,2 I-Premise
frente I-Premise
a I-Premise
50,1 I-Premise
a I-Premise
51,5 I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
control I-Premise
[ I-Premise
F I-Premise
( I-Premise
( I-Premise
1,84 I-Premise
) I-Premise
) I-Premise
= I-Premise
10,9 I-Premise
, I-Premise
P I-Premise
< I-Premise
0,05 I-Premise
] I-Premise
. I-Premise

El B-Claim
tratamiento I-Claim
con I-Claim
láser I-Claim
pareció I-Claim
reducir I-Claim
la I-Claim
gravedad I-Claim
del I-Claim
vello I-Claim
facial I-Claim
y I-Claim
el I-Claim
tiempo I-Claim
dedicado I-Claim
a I-Claim
la I-Claim
depilación, I-Claim
además I-Claim
de I-Claim
aliviar I-Claim
la I-Claim
depresión I-Claim
y I-Claim
la I-Claim
ansiedad I-Claim
en I-Claim
las I-Claim
mujeres I-Claim
con I-Claim
SOP. I-Claim

Estos B-Claim
resultados I-Claim
sugieren I-Claim
que I-Claim
se I-Claim
debería I-Claim
estudiar I-Claim
la I-Claim
forma I-Claim
de I-Claim
hacer I-Claim
más I-Claim
accesible I-Claim
este I-Claim
método I-Claim
de I-Claim
depilación I-Claim
a I-Claim
las I-Claim
mujeres I-Claim
con I-Claim
hirsutismo I-Claim
facial. I-Claim

A B-Claim
pesar I-Claim
de I-Claim
la I-Claim
considerable I-Claim
mejora I-Claim
en I-Claim
el I-Claim
tratamiento I-Claim
del I-Claim
cáncer I-Claim
de I-Claim
ovario I-Claim
avanzado, I-Claim
la I-Claim
optimización I-Claim
de I-Claim
la I-Claim
eficacia I-Claim
y I-Claim
la I-Claim
tolerabilidad I-Claim
sigue I-Claim
siendo I-Claim
una I-Claim
cuestión I-Claim
importante. I-Claim

Por O
lo O
tanto, O
realizamos O
un O
ensayo O
aleatorio O
de O
fase O
III O
de O
no O
inferioridad O
que O
comparaba O
paclitaxel O
más O
cisplatino O
( O
PT O
) O
con O
paclitaxel O
más O
carboplatino O
( O
TC O
) O
en O
pacientes O
con O
cáncer O
de O
ovario O
avanzado O
. O

Un O
total O
de O
798 O
pacientes O
con O
estadio O
IIB-IV O
de O
la O
Federación O
Internacional O
de O
Ginecología O
y O
Obstetricia O
fueron O
asignadas O
aleatoriamente O
a O
recibir O
seis O
cursos O
de O
PT O
o O
TC O
a O
intervalos O
de O
3 O
semanas O
. O

El O
criterio O
de O
valoración O
principal O
fue O
la O
proporción O
de O
pacientes O
sin O
progresión O
a O
los O
2 O
años. O

Los O
criterios O
de O
valoración O
secundarios O
fueron O
la O
toxicidad, O
la O
respuesta O
al O
tratamiento, O
la O
calidad O
de O
vida O
y O
el O
tiempo O
de O
supervivencia O
global O
y O
sin O
progresión. O

La O
calidad O
de O
vida O
se O
evaluó O
mediante O
el O
cuestionario O
de O
calidad O
de O
vida O
de O
la O
Organización O
Europea O
para O
la O
Investigación O
y O
el O
Tratamiento O
del O
Cáncer O
( O
QLQ O
) O
-C30 O
, O
versión O
2.0 O
. O

Las O
curvas O
de O
supervivencia O
se O
calcularon O
mediante O
el O
método O
de O
Kaplan-Meier O
y O
las O
razones O
de O
riesgo O
se O
estimaron O
mediante O
el O
modelo O
de O
riesgos O
proporcionales O
de O
Cox. O

La B-Premise
proporción I-Premise
de I-Premise
pacientes I-Premise
sin I-Premise
progresión I-Premise
a I-Premise
los I-Premise
2 I-Premise
años I-Premise
no I-Premise
fue I-Premise
significativamente I-Premise
diferente I-Premise
desde I-Premise
el I-Premise
punto I-Premise
de I-Premise
vista I-Premise
estadístico I-Premise
entre I-Premise
los I-Premise
dos I-Premise
brazos I-Premise
de I-Premise
tratamiento I-Premise
( I-Premise
40,0 I-Premise
% I-Premise
para I-Premise
PT I-Premise
frente I-Premise
a I-Premise
37,5 I-Premise
% I-Premise
para I-Premise
TC I-Premise
, I-Premise
diferencia I-Premise
= I-Premise
2,5 I-Premise
% I-Premise
, I-Premise
intervalo I-Premise
de I-Premise
confianza I-Premise
del I-Premise
95 I-Premise
% I-Premise
unilateral I-Premise
[ I-Premise
CI I-Premise
] I-Premise
= I-Premise
- I-Premise
infinito I-Premise
a I-Premise
8,2 I-Premise
% I-Premise
) I-Premise
. I-Premise

La B-Premise
mediana I-Premise
del I-Premise
tiempo I-Premise
de I-Premise
supervivencia I-Premise
libre I-Premise
de I-Premise
progresión I-Premise
en I-Premise
el I-Premise
brazo I-Premise
de I-Premise
CT I-Premise
( I-Premise
17,2 I-Premise
meses I-Premise
, I-Premise
IC I-Premise
del I-Premise
95 I-Premise
% I-Premise
= I-Premise
15,2 I-Premise
a I-Premise
