El B-Claim HighQuality
hirsutismo I-Claim HighQuality
facial I-Claim HighQuality
es I-Claim HighQuality
una I-Claim HighQuality
de I-Claim HighQuality
las I-Claim HighQuality
características I-Claim HighQuality
del I-Claim HighQuality
síndrome I-Claim HighQuality
de I-Claim HighQuality
ovario I-Claim HighQuality
poliquístico I-Claim HighQuality
(SOP), I-Claim HighQuality
y I-Claim HighQuality
esto I-Claim HighQuality
puede I-Claim HighQuality
llevar I-Claim HighQuality
a I-Claim HighQuality
altos I-Claim HighQuality
niveles I-Claim HighQuality
de I-Claim HighQuality
depresión I-Claim HighQuality
y I-Claim HighQuality
ansiedad. I-Claim HighQuality

Evaluar O 
el O 
impacto O 
del O 
tratamiento O 
con O 
láser O 
en O 
la O 
gravedad O 
del O 
hirsutismo O 
facial O 
y O 
en O 
la O 
morbilidad O 
psicológica O 
en O 
mujeres O 
con O 
SOP. O 

Se O 
realizó O 
un O 
ensayo O 
controlado O 
aleatorizado O 
de O 
cinco O 
tratamientos O 
de O 
alta O 
influencia O 
(intervención) O 
frente O 
a O 
cinco O 
tratamientos O 
de O 
baja O 
influencia O 
(control) O 
durante O 
6 O 
meses O 
en O 
un O 
hospital O 
docente O 
del O 
Servicio O 
Nacional O 
de O 

Los O 
sujetos O 
fueron O 
88 O 
mujeres O 
con O 
hirsutismo O 
facial O 
debido O 
a O 
SOP O 
reclutadas O 
de O 
clínicas O 
ambulatorias O 
de O 
hospitales O 
y O 
un O 
grupo O 
de O 
apoyo O 
al O 
paciente O 
en O 
2001-2002. O 

Los O 
principales O 
resultados O 
fueron O 
la O 
gravedad O 
autoinformada O 
de O 
vello O 
facial O 
(medido O 
en O 
una O 
escala O 
de O 
1-10), O 
depresión, O 
ansiedad O 
(medido O 
en O 
la O 
Escala O 
de O 
Ansiedad O 
y O 
Depresión O 
Hospitalaria) O 

La B-Premise HighQuality
gravedad I-Premise HighQuality
autoinformada I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
