__label__noRel	The overall remission rate was 87% with 31% complete remissions.	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.
__label__noRel	The overall remission rate was 87% with 31% complete remissions.	The overall remission rate, the rate of complete remission, the median survival and the rate of long-term survival were not significantly different in the two treatment arms.
__label__noRel	The overall remission rate was 87% with 31% complete remissions.	In limited disease the estimated percentages of survival at 2 years were 33% in the early and 24% in the late alternating chemotherapy arms.
__label__noRel	The overall remission rate was 87% with 31% complete remissions.	Patients with extensive disease survived significantly longer with late alternating chemotherapy than on the early alternation regimen (median survival 336 days versus 301 days, p = 0.01).
__label__noRel	The overall remission rate was 87% with 31% complete remissions.	In the latter patients the received dose intensities (RDI) of cisplatin, adriamycin and etoposide were significantly higher in the late-alternation arm.
__label__noRel	The overall remission rate was 87% with 31% complete remissions.	Patients treated with early alternating chemotherapy rated their tumor symptoms, functional states, fatigue/malaise and restriction of social activity significantly better, reflecting an improved subjective adjustment.
__label__Support	The overall remission rate was 87% with 31% complete remissions.	Alternating chemotherapy with PAV-CyMOC plus consolidating radiotherapy is a feasible and effective treatment for small-cell lung cancer, with acceptable toxicity.
__label__noRel	The overall remission rate was 87% with 31% complete remissions.	patients with early alternating chemotherapy achieve a better subjective adjustment,
__label__noRel	The overall remission rate was 87% with 31% complete remissions.	late alternating chemotherapy allows for a higher RDI of cisplatin, adriamycin and etoposide, which results in a significantly longer median survival of patients with extensive disease.
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	The overall remission rate was 87% with 31% complete remissions.
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	The overall remission rate, the rate of complete remission, the median survival and the rate of long-term survival were not significantly different in the two treatment arms.
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	In limited disease the estimated percentages of survival at 2 years were 33% in the early and 24% in the late alternating chemotherapy arms.
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	Patients with extensive disease survived significantly longer with late alternating chemotherapy than on the early alternation regimen (median survival 336 days versus 301 days, p = 0.01).
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	In the latter patients the received dose intensities (RDI) of cisplatin, adriamycin and etoposide were significantly higher in the late-alternation arm.
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	Patients treated with early alternating chemotherapy rated their tumor symptoms, functional states, fatigue/malaise and restriction of social activity significantly better, reflecting an improved subjective adjustment.
__label__Support	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	Alternating chemotherapy with PAV-CyMOC plus consolidating radiotherapy is a feasible and effective treatment for small-cell lung cancer, with acceptable toxicity.
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	patients with early alternating chemotherapy achieve a better subjective adjustment,
__label__noRel	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.	late alternating chemotherapy allows for a higher RDI of cisplatin, adriamycin and etoposide, which results in a significantly longer median survival of patients with extensive disease.
__label__noRel	The overall remission rate, the rate of complete remission, the median survival and the rate of long-term survival were not significantly different in the two treatment arms.	The overall remission rate was 87% with 31% complete remissions.
__label__noRel	The overall remission rate, the rate of complete remission, the median survival and the rate of long-term survival were not significantly different in the two treatment arms.	The median survival of all 406 eligible patients was 346 days with 15% of the patients alive at two years.
